1,16,-10,-0.20372,-0.021519
1,16,-10,-0.20372,-0.021519
2,16,-10,-0.23489,-0.021519
2,16,-10,-0.23489,-0.021519
3,-21,16,1.6938,-0.0048525
3,-21,16,1.6938,-0.0048525
3,-21,16,1.6938,-0.0048525
4,-21,21,-0.28543,-0.0053354
4,-21,21,-0.28543,-0.0053354
5,-20,24,1.4001,-0.1644
5,-20,24,1.4001,-0.1644
6,-6,7,-0.030575,-0.013223
6,-6,7,-0.030575,-0.013223
7,7,10,-0.53538,0.051934
7,7,10,-0.53538,0.051934
8,-21,16,1.0148,-0.015964
8,-21,16,1.0148,-0.015964
9,20,-16,-1.3138,-0.042326
9,20,-16,-1.3138,-0.042326
10,-17,23,6.0943,0.23918
10,-17,23,6.0943,0.23918
11,19,-15,-0.76387,-0.034644
11,19,-15,-0.76387,-0.034644
12,-10,-2,0.31899,-0.0048525
12,-10,-2,0.31899,-0.0048525
13,22,-3,-0.71722,-0.016519
13,22,-3,-0.71722,-0.016519
14,-10,-2,-0.34872,-0.038186
14,-10,-2,-0.34872,-0.038186
15,22,-3,-0.71722,-0.016519
15,22,-3,-0.71722,-0.016519
16,16,3,0.73181,-0.010593
16,16,3,0.73181,-0.010593
16,16,4,0.22791,-0.014183
16,16,4,0.22791,-0.014183
17,-12,12,0.037015,0.083314
17,-12,12,0.037015,0.083314
18,-20,23,0.59791,0.0551
18,-20,23,0.59791,0.0551
19,-12,4,0.12236,-0.02704
19,-12,4,0.12236,-0.02704
20,9,11,-0.28187,0.011896
20,9,11,-0.28187,0.011896
21,-14,15,0.056506,0.14181
21,-14,15,0.056506,0.14181
21,-14,15,0.056506,0.14181
22,-14,15,0.056506,0.14181
22,-14,15,0.056506,0.14181
22,-14,15,0.056506,0.14181
22,-14,16,-0.11933,0.23035
22,-14,16,-0.11933,0.23035
22,-14,16,-0.11933,0.23035
23,18,3,0.22879,0.00040177
23,18,3,0.22879,0.00040177
24,20,10,-2.5945,-0.18733
24,20,10,-2.5945,-0.18733
24,20,11,-3.0354,-0.21268
24,20,11,-3.0354,-0.21268
25,-21,21,-0.036714,0.080283
25,-21,21,-0.036714,0.080283
26,20,-2,-1.1277,-0.053186
26,20,-2,-1.1277,-0.053186
27,-13,10,0.32994,0.0018109
27,-13,10,0.32994,0.0018109
28,-10,-3,-0.042566,-0.015262
28,-10,-3,-0.042566,-0.015262
28,-10,-2,-0.10885,-0.018625
28,-10,-2,-0.10885,-0.018625
28,-9,-3,0.023979,-0.01022
28,-9,-3,0.023979,-0.01022
28,-9,-2,-0.050985,-0.014111
28,-9,-2,-0.050985,-0.014111
29,15,-12,0.81938,0.01104
29,15,-12,0.81938,0.01104
30,-17,10,-0.042103,-0.4132
30,-17,10,-0.042103,-0.4132
31,-20,17,0.79201,0.068283
31,-20,17,0.79201,0.068283
31,-20,30,11.812,-0.28521
31,-20,30,11.812,-0.28521
31,-19,17,0.62022,0.098313
31,-19,17,0.62022,0.098313
31,-19,30,12.306,-0.32791
31,-19,30,12.306,-0.32791
32,21,-14,2.5094,0.25607
32,21,-14,2.5094,0.25607
32,22,-14,4.8365,0.41996
32,22,-14,4.8365,0.41996
33,16,-12,0.91098,0.024448
33,16,-12,0.91098,0.024448
34,-12,8,0.0097778,-0.053893
34,-12,8,0.0097778,-0.053893
35,15,-13,-0.43033,-0.0077967
35,15,-13,-0.43033,-0.0077967
36,-12,9,0.47928,-0.028566
36,-12,9,0.47928,-0.028566
37,14,-13,0.72476,0.028312
37,14,-13,0.72476,0.028312
38,-13,12,0.0091393,0.015713
38,-13,12,0.0091393,0.015713
38,-13,12,0.0091393,0.015713
38,-13,12,0.0091393,0.015713
39,-20,16,0.71693,0.0029846
39,-20,16,0.71693,0.0029846
40,-20,16,0.71693,0.0029846
40,-20,16,0.71693,0.0029846
41,-9,2,0.088548,-0.012263
41,-9,2,0.088548,-0.012263
42,15,-12,-0.15216,0.0079416
42,15,-12,-0.15216,0.0079416
42,15,-11,-0.091819,0.0042308
42,15,-11,-0.091819,0.0042308
42,16,-12,-0.25643,0.012373
42,16,-12,-0.25643,0.012373
42,16,-11,-0.18691,0.011731
42,16,-11,-0.18691,0.011731
43,-15,-9,1.8427,-0.068618
43,-15,-9,1.8427,-0.068618
44,-18,23,0.58737,-0.044512
44,-18,23,0.58737,-0.044512
45,-10,9,-0.0026718,-0.038989
45,-10,9,-0.0026718,-0.038989
45,-10,9,-0.0026718,-0.038989
45,-10,9,-0.0026718,-0.038989
46,-14,-15,-0.52077,-0.011946
46,-14,-15,-0.52077,-0.011946
47,-14,-15,-0.59198,-0.011946
47,-14,-15,-0.59198,-0.011946
48,-13,11,0.49802,0.013815
48,-13,11,0.49802,0.013815
48,-12,11,0.6239,0.025741
48,-12,11,0.6239,0.025741
49,6,4,0.79101,0.036027
49,6,4,0.79101,0.036027
50,-18,15,-0.012698,0.019853
50,-18,15,-0.012698,0.019853
50,-18,16,-0.030264,0.028716
50,-18,16,-0.030264,0.028716
51,-6,3,-0.35684,-0.067726
51,-6,3,-0.35684,-0.067726
52,-5,-1,0.32738,-0.018667
52,-5,-1,0.32738,-0.018667
52,-5,-1,0.32738,-0.018667
53,-5,-1,0.32866,-0.025586
53,-5,-1,0.32866,-0.025586
54,-15,-16,-1.0867,-0.052332
54,-15,-16,-1.0867,-0.052332
55,10,12,-1.7291,0.003326
55,10,12,-1.7291,0.003326
56,15,4,-0.2019,0.0026264
56,15,4,-0.2019,0.0026264
57,15,4,-0.23911,0.0026264
57,15,4,-0.23911,0.0026264
58,15,4,-0.24405,-0.0026853
58,15,4,-0.24405,-0.0026853
58,16,4,-0.28362,-0.0048504
58,16,4,-0.28362,-0.0048504
59,-8,9,1.1252,0.097393
59,-8,9,1.1252,0.097393
60,-9,1,-0.25381,0.0050938
60,-9,1,-0.25381,0.0050938
60,-9,13,-4.2853,-0.45531
60,-9,13,-4.2853,-0.45531
61,-20,17,0.74785,0.0090369
61,-20,17,0.74785,0.0090369
62,-20,12,0.75937,0.018912
62,-20,12,0.75937,0.018912
63,-18,13,0.085451,-0.027932
63,-18,13,0.085451,-0.027932
64,-6,-2,0.34505,0.0066567
64,-6,-2,0.34505,0.0066567
64,-6,-1,0.15294,-0.010885
64,-6,-1,0.15294,-0.010885
64,-6,12,-2.7343,-0.3694
64,-6,12,-2.7343,-0.3694
65,-11,15,-0.91227,-0.066014
65,-11,15,-0.91227,-0.066014
66,-18,11,0.060456,-0.015175
66,-18,11,0.060456,-0.015175
67,-1,-12,0.76322,0.31447
67,-1,-12,0.76322,0.31447
68,-5,-2,0.59942,-0.0048077
68,-5,-2,0.59942,-0.0048077
69,21,-16,-0.80057,0.015885
69,21,-16,-0.80057,0.015885
70,-13,12,0.088392,0.0085662
70,-13,12,0.088392,0.0085662
71,-13,-4,0.14155,-0.014063
71,-13,-4,0.14155,-0.014063
72,-13,-4,0.1473,-0.014063
72,-13,-4,0.1473,-0.014063
73,-15,-9,0.31851,-0.016708
73,-15,-9,0.31851,-0.016708
74,-13,-3,0.42215,-0.020352
74,-13,-3,0.42215,-0.020352
74,-13,-3,0.42215,-0.020352
75,-12,8,0.37278,0.032508
75,-12,8,0.37278,0.032508
76,-12,12,0.22813,0.005081
