tractid,twp,rge,lnbonuspad_res,roy_res,numbids,auctionyear
271,6,-3,-1.669337,-.0434424,2,1981
271,6,-3,-1.250087,-.0534424,2,1981
272,6,-3,-.9290836,-.0434424,3,1981
272,6,-3,-.6462539,.1165576,3,1981
272,6,-3,.0592291,-.0284424,3,1981
273,-9,13,-1.246488,-.0134424,2,1981
273,-9,13,.0701019,-.0134424,2,1981
274,-12,9,1.013924,.0265576,2,1981
274,-12,9,1.260343,.0695576,2,1981
275,-3,1,.4897496,.0265576,2,1981
275,-3,1,.7219536,.0165576,2,1981
276,-15,22,-.6075948,.0065576,6,1981
276,-15,22,.0713222,-.0084424,6,1981
276,-15,22,.2247989,-.0334424,6,1981
276,-15,22,.2652118,.0165576,6,1981
276,-15,22,.2795164,-.0134424,6,1981
276,-15,22,.51918,.0165576,6,1981
277,6,7,-1.558515,-.0459424,2,1981
277,6,7,-1.134814,-.0334424,2,1981
278,4,6,-1.582912,-.0459424,3,1981
278,4,6,-1.352436,.0165576,3,1981
278,4,6,-.847801,-.0334424,3,1981
279,3,8,-1.304469,-.0459424,2,1981
279,3,8,-1.134814,-.0334424,2,1981
280,-18,15,.2394626,-.0084424,2,1981
280,-18,15,1.073003,.0375576,2,1981
280,-18,16,.2394626,-.0084424,2,1981
280,-18,16,1.073003,.0375576,2,1981
281,-14,17,-.6027783,-.0134424,2,1981
281,-14,17,-.0595553,-.0209424,2,1981
282,-14,17,-.7500709,-.0209424,2,1981
282,-14,17,-.6530955,-.0134424,2,1981
283,-15,6,-4.88554,-.0667424,2,1981
283,-15,6,-2.249508,-.0634424,2,1981
284,-15,12,.2394626,-.0084424,2,1981
284,-15,12,1.073003,.0375576,2,1981
285,-13,-4,.4214585,.0265576,2,1981
285,-13,-4,.4701712,.0265576,2,1981
286,-13,-4,.1637289,.0195576,2,1981
286,-13,-4,.4701712,.0265576,2,1981
287,-17,19,.3596871,.0415576,2,1981
287,-17,19,.5782253,.0165576,2,1981
288,6,-2,-1.673321,-.0667424,3,1981
288,6,-2,-1.313861,-.0134424,3,1981
288,6,-2,-.6639994,-.0334424,3,1981
289,6,-2,-2.207128,-.0334424,2,1981
289,6,-2,-.7249382,-.0459424,2,1981
290,5,-3,-.6739014,.0165576,2,1981
290,5,-3,.0409252,.0165576,2,1981
291,5,-2,1.094005,.0165576,2,1981
291,5,-2,1.673057,.0665576,2,1981
292,-9,-13,-1.749991,-.0667424,3,1981
292,-9,-13,-.3974512,-.0184424,3,1981
292,-9,-13,-.2601431,.0165576,3,1981
293,-10,-13,-.9599612,-.0284424,2,1981
293,-10,-13,-.2601431,.0165576,2,1981
294,-6,1,.2394626,.1665576,2,1981
294,-6,1,2.637397,.0265576,2,1981
294,-6,2,.2394626,.1665576,2,1981
294,-6,2,2.637397,.0265576,2,1981
295,-6,2,.7087333,.1165576,2,1981
295,-6,2,2.806598,.0265576,2,1981
296,-19,12,.4412291,-.0134424,2,1981
296,-19,12,.5828239,-.0134424,2,1981
297,-19,15,-.1359394,-.0034424,2,1981
297,-19,15,.7112271,.0365576,2,1981
298,-21,16,.0168078,-.0134424,2,1981
298,-21,16,.0533893,-.0334424,2,1981
299,-12,16,-.6371673,-.0234424,2,1981
299,-12,16,-.3824685,-.0204424,2,1981
300,-23,20,.347399,.0065576,2,1981
300,-23,20,.7522847,-.0034424,2,1981
301,-21,26,.0707333,-.0234424,2,1981
301,-21,26,.2631333,-.0134424,2,1981
302,-19,18,-.237376,.0365576,4,1981
302,-19,18,.5266463,.0265576,4,1981
302,-19,18,.5979449,.0465576,4,1981
302,-19,18,.7211406,.0265576,4,1981
303,2,7,-1.046922,-.0459424,2,1981
303,2,7,-.6824706,-.0334424,2,1981
304,-15,-6,.0082175,.0165576,2,1981
304,-15,-6,.8405935,.0465576,2,1981
305,-15,10,.5625312,.0165576,2,1981
305,-15,10,.913089,.0365576,2,1981
306,-18,22,.7624285,.0165576,2,1981
306,-18,22,1.415737,.0265576,2,1981
306,-18,23,.7624285,.0165576,2,1981
306,-18,23,1.415737,.0265576,2,1981
307,-9,1,.0131437,.0065576,2,1981
307,-9,1,.1068952,.0165576,2,1981
308,-12,5,.2259948,.0332576,2,1981
308,-12,5,.8448808,.0588576,2,1981
309,18,-15,-1.088632,-.0384424,2,1981
309,18,-15,-.2885616,.0165576,2,1981
310,-19,12,.6014788,.0065576,3,1981
310,-19,12,.6926882,.0465576,3,1981
310,-19,12,.7724592,.0065576,3,1981
311,-10,-13,-.9142755,-.0334424,2,1981
311,-10,-13,-.2753599,-.0667424,2,1981
312,11,-10,-3.650859,-.1084424,2,1981
312,11,-10,-.2885616,-.0334424,2,1981
313,-12,-4,.4607255,.0215576,2,1981
313,-12,-4,.492017,.0465576,2,1981
314,-10,-3,.2446076,.0265576,3,1981
314,-10,-3,.4356639,.0415576,3,1981
314,-10,-3,.6951758,.0165576,3,1981
314,-10,-2,.2446076,.0265576,3,1981
314,-10,-2,.4356639,.0415576,3,1981
314,-10,-2,.6951758,.0165576,3,1981
315,-5,4,.5081121,.0665576,2,1981
315,-5,4,.7530934,.0265576,2,1981
316,-18,6,.4129603,.0265576,2,1981
316,-18,6,1.605738,.0165576,2,1981
316,-18,7,.4129603,.0265576,2,1981
316,-18,7,1.605738,.0165576,2,1981
317,-15,13,.2507097,.0265576,2,1981
317,-15,13,.6919162,.0665576,2,1981
318,-21,13,-1.032838,.0165576,3,1981
318,-21,13,-.6438177,-.0134424,3,1981
318,-21,13,-.5875176,-.0134424,3,1981
319,-19,16,.6926882,.0465576,2,1981
319,-19,16,1.212936,-.0134424,2,1981
319,-19,17,.6926882,.0465576,2,1981
319,-19,17,1.212936,-.0134424,2,1981
320,2,7,-.9423688,-.0334424,2,1981
320,2,7,-.9005807,-.0334424,2,1981
321,-12,9,.6926882,.0465576,2,1981
321,-12,9,1.212935,-.0134424,2,1981
322,-6,1,2.087421,-.0173808,2,1982
322,-6,1,2.122327,-.0273808,2,1982
323,-13,-3,-1.089288,-.0606808,3,1982
323,-13,-3,-.4011589,-.0273808,3,1982
323,-13,-3,.1562995,.0026192,3,1982
324,-17,13,.4503626,.0726192,2,1982
324,-17,13,.6172399,.0301192,2,1982
325,-18,9,-1.069681,-.0373808,2,1982
325,-18,9,.2667712,-.0073808,2,1982
326,-14,12,.2894701,-.0023808,2,1982
326,-14,12,.7007274,.0276192,2,1982
327,7,7,.9169011,.0436192,2,1982
327,7,7,1.070859,-.0013808,2,1982
328,-14,14,-.8922439,-.0398808,2,1982
328,-14,14,.5367526,.0226192,2,1982
329,21,-14,.10366,-.0173808,2,1982
329,21,-14,.4005546,.0226192,2,1982
330,16,-11,-.1706768,.0226192,2,1982
330,16,-11,.0088019,-.0398808,2,1982
331,21,12,-2.670856,-.1023808,3,1982
331,21,12,-2.279814,-.1023808,3,1982
331,21,12,-1.784208,-.0607141,3,1982
332,-16,7,-2.670856,-.1023808,2,1982
332,-16,7,-1.784208,-.0606808,2,1982
333,5,6,-1.453483,-.0273808,2,1982
333,5,6,-.6664863,-.0398808,2,1982
334,-16,4,.5159234,.1126192,2,1982
334,-16,4,.9718918,.0026192,2,1982
335,-18,7,-.3457452,-.0273808,5,1982
335,-18,7,.0240187,-.0273808,5,1982
335,-18,7,.4038567,.0226192,5,1982
335,-18,7,.6882791,.0726192,5,1982
335,-18,7,1.668133,-.0273808,5,1982
336,-10,-4,-.4024402,-.0273808,7,1982
336,-10,-4,.0585503,-.0273808,7,1982
336,-10,-4,.3583387,.0326192,7,1982
336,-10,-4,1.178,.0226192,7,1982
336,-10,-4,1.217181,.0726192,7,1982
336,-10,-4,1.655207,.0726192,7,1982
336,-10,-4,2.010324,.1226192,7,1982
337,15,-11,-.5847049,-.0473808,2,1982
337,15,-11,-.3954774,-.0223808,2,1982
338,7,-6,-.5443116,-.0148808,2,1982
338,7,-6,-.3978897,-.0398808,2,1982
339,7,-6,-.9346867,-.0273808,3,1982
339,7,-6,-.5443116,-.0148808,3,1982
339,7,-6,-.3978897,-.0398808,3,1982
340,7,-5,-2.295576,-.0398808,3,1982
340,7,-5,-.9346867,-.0273808,3,1982
340,7,-5,-.5459905,-.0148808,3,1982
341,21,12,-.4272977,-.0606808,2,1982
341,21,12,.7006001,.0226192,2,1982
342,17,-12,-.0235554,.0226192,2,1982
342,17,-12,.9295244,-.0273808,2,1982
343,17,-12,-.4173985,-.0273808,2,1982
343,17,-12,-.0235554,.0226192,2,1982
344,-10,8,-.4272977,.0226192,2,1982
344,-10,8,-.4072061,.0226192,2,1982
345,-21,17,.8471665,.0326192,2,1982
345,-21,17,.9440946,.0226192,2,1982
345,-21,18,.8471665,.0326192,2,1982
345,-21,18,.9440946,.0226192,2,1982
346,-2,6,-.3434406,.0776192,2,1982
346,-2,6,.7212786,.0276192,2,1982
347,-19,18,.5496433,-.0254392,2,1983
347,-19,18,.6975033,.0270608,2,1983
348,-22,19,.1825497,-.0304392,2,1983
348,-22,19,1.019878,-.0004392,2,1983
348,-21,19,.1825497,-.0304392,2,1983
348,-21,19,1.019878,-.0004392,2,1983
349,-22,19,.1825497,-.0304392,2,1983
349,-22,19,1.14123,-.0004392,2,1983
349,-22,20,.1825497,-.0304392,2,1983
349,-22,20,1.14123,-.0004392,2,1983
349,-21,19,.1825497,-.0304392,2,1983
349,-21,19,1.14123,-.0004392,2,1983
349,-21,20,.1825497,-.0304392,2,1983
349,-21,20,1.14123,-.0004392,2,1983
350,-11,-5,.5900404,.0195608,2,1983
350,-11,-5,.8782232,.0245608,2,1983
351,19,-16,-2.508801,.0445608,2,1983
351,19,-16,-.1948297,.0195608,2,1983
352,-2,-1,.1835706,-.0004392,2,1983
352,-2,-1,.4768145,-.0304392,2,1983
353,-1,-4,.1915791,-.0129392,2,1983
353,-1,-4,.8628585,-.0104392,2,1983
354,-18,26,.0459316,-.0204392,2,1983
354,-18,26,.8717825,.0195608,2,1983
354,-18,27,.0459316,-.0204392,2,1983
354,-18,27,.8717825,.0195608,2,1983
355,-15,16,-2.439462,.0745608,2,1983
355,-15,16,-1.894014,.0695608,2,1983
356,7,7,1.119107,.0405608,2,1983
356,7,7,1.264107,-.0044392,2,1983
357,-16,13,.8318722,.0195608,2,1983
357,-16,13,1.375381,.0495608,2,1983
358,20,-14,-.856631,.0195608,2,1983
358,20,-14,-.5101173,-.0404392,2,1983
359,2,8,-.2434671,-.0304392,2,1983
359,2,8,.0257852,-.0429392,2,1983
359,3,8,-.2434671,-.0304392,2,1983
359,3,8,.0257852,-.0429392,2,1983
360,-9,10,-.2631648,-.0304392,2,1983
360,-9,10,.0501993,-.0104392,2,1983
361,7,6,-.0483911,-.0637725,2,1983
361,7,6,-.0247762,-.0304392,2,1983
362,19,-14,-1.640702,-.0637725,2,1983
362,19,-14,.4837372,-.0429392,2,1983
363,-19,25,.9784477,.0245608,2,1983
363,-19,25,1.162887,.0295608,2,1983
364,-20,29,.6544969,-.0154392,2,1983
364,-20,29,1.521783,.0195608,2,1983
365,7,7,.8561041,-.0304392,2,1983
365,7,7,1.184012,-.0204392,2,1983
366,-16,22,.9784477,.0195608,2,1983
366,-16,22,1.166864,.0260608,2,1983
367,-16,22,.9784477,.0195608,2,1983
367,-16,22,1.08057,.0260608,2,1983
368,3,8,-.900563,-.0429392,3,1983
368,3,8,-.6609051,.0195608,3,1983
368,3,8,-.4890292,-.0304392,3,1983
369,20,3,-2.108009,.1839284,2,1984
369,20,3,-1.426051,-.0535716,2,1984
370,22,-14,.0012625,.0339284,2,1984
370,22,-14,.0031122,.0089284,2,1984
371,-14,-5,-.0404683,-.0110716,2,1984
371,-14,-5,1.105514,.0689284,2,1984
372,-12,-4,.8758782,.0190284,2,1984
372,-12,-4,.9637555,.0139284,2,1984
372,-11,-4,.8758782,.0190284,2,1984
372,-11,-4,.9637555,.0139284,2,1984
373,-16,4,-.2970973,-.0100716,2,1984
373,-16,4,.7142237,.0362284,2,1984
374,-16,3,.4612216,-.0000716,2,1984
374,-16,3,.8946542,.0474284,2,1984
374,-16,4,.4612216,-.0000716,2,1984
374,-16,4,.8946542,.0474284,2,1984
375,16,-7,-1.032522,-.0535716,4,1984
375,16,-7,-.0414268,.0189284,4,1984
375,16,-7,-.0023576,.0140284,4,1984
375,16,-7,.5247239,.0189284,4,1984
376,-14,6,-.0414268,.0089284,2,1984
376,-14,6,.3683318,-.0110716,2,1984
377,-10,10,.4121007,.0089284,2,1984
377,-10,10,.6275367,-.0310716,2,1984
378,-19,12,.0065321,.0089284,2,1984
378,-19,12,.1742681,-.0210716,2,1984
379,-16,16,-.0028774,.0589284,4,1984
379,-16,16,.1685151,-.0310716,4,1984
379,-16,16,.2906107,.0189284,4,1984
379,-16,16,.5021595,.0589284,4,1984
380,-10,-13,.2762221,-.0160716,2,1984
380,-10,-13,.5656437,.0266284,2,1984
381,-12,12,.0420016,.0089284,2,1984
381,-12,12,.6398352,.0239284,2,1984
382,-9,4,-.5487229,-.0410716,2,1984
382,-9,4,-.4936157,-.0010716,2,1984
383,-11,-9,-.0494796,-.0160716,4,1984
383,-11,-9,.3477029,.0189284,4,1984
383,-11,-9,.4940971,.0089284,4,1984
383,-11,-9,.4988497,.0100284,4,1984
384,-13,10,.2713507,.0189284,2,1984
384,-13,10,.5970138,-.0210716,2,1984
385,-13,10,.5222243,.0189284,2,1984
385,-13,10,.6949977,-.0210716,2,1984
386,-13,10,.379361,.0189284,2,1984
386,-13,10,.8260301,-.0210716,2,1984
387,-16,23,.3729414,.0139284,2,1984
387,-16,23,.6299237,.0089284,2,1984
388,-19,16,.6348919,.0089284,2,1984
388,-19,16,.7778085,-.0160716,2,1984
388,-19,17,.6348919,.0089284,2,1984
388,-19,17,.7778085,-.0160716,2,1984
389,4,6,-1.419706,-.0535716,2,1984
389,4,6,-1.3913,-.0535716,2,1984
390,18,1,-.5556236,-.017412,2,1985
390,18,1,.0015721,.022588,2,1985
391,-11,-3,.8822622,.022588,2,1985
391,-11,-3,1.934045,.047588,2,1985
392,-14,-15,-.3344279,-.005212,2,1985
392,-14,-15,-.1577874,.032588,2,1985
393,-13,12,.1285481,-.027412,2,1985
393,-13,12,.5330643,-.027412,2,1985
393,-13,13,.1285481,-.027412,2,1985
393,-13,13,.5330643,-.027412,2,1985
394,20,3,-1.249246,.022588,2,1985
394,20,3,-.6998296,.022588,2,1985
395,6,7,-2.148749,-.039912,2,1985
395,6,7,-1.249246,-.027412,2,1985
396,-21,23,-.0223914,.000088,2,1985
396,-21,23,.7039136,.023588,2,1985
396,-21,24,-.0223914,.000088,2,1985
396,-21,24,.7039136,.023588,2,1985
396,-20,23,-.0223914,.000088,2,1985
396,-20,23,.7039136,.023588,2,1985
396,-20,24,-.0223914,.000088,2,1985
396,-20,24,.7039136,.023588,2,1985
397,15,3,.5528297,.027588,2,1985
397,15,3,1.055045,-.060712,2,1985
398,5,6,-1.229664,.022588,2,1985
398,5,6,-1.191616,-.060712,2,1985
399,-14,-15,-.0648842,.024588,2,1985
399,-14,-15,-.0510264,.037588,2,1985
400,-8,7,.2534589,.027588,2,1985
400,-8,7,.8269023,.027588,2,1985
401,-15,11,-2.15437,-.102412,2,1985
401,-15,11,-1.88724,-.039912,2,1985
402,-8,-7,-.1639462,.022588,2,1985
402,-8,-7,.3453531,.002588,2,1985
403,-8,-7,-.1639462,.022588,2,1985
403,-8,-7,.3453531,.002588,2,1985
403,-7,-7,-.1639462,.022588,2,1985
403,-7,-7,.3453531,.002588,2,1985
404,-16,-3,-.3426276,-.027412,2,1985
404,-16,-3,.3593568,-.002412,2,1985
405,-8,-7,.4473209,.002588,2,1985
405,-8,-7,.5269451,.022588,2,1985
406,-17,23,-.1564961,.022588,3,1985
406,-17,23,.2389182,-.002412,3,1985
406,-17,23,.5445585,-.025412,3,1985
407,-21,22,.8692788,.035088,2,1985
407,-21,22,1.235138,.037588,2,1985
408,-9,-13,-.1877484,-.0127333,3,1986
408,-9,-13,.5736051,.0372667,3,1986
408,-9,-13,.7944842,.0172667,3,1986
409,5,6,-1.780008,-.0252333,3,1986
409,5,6,-1.284389,-.0460666,3,1986
409,5,6,-.1184806,-.0100333,3,1986
410,5,6,-.2867032,-.0194931,4,1987
410,5,6,-.274406,.0305069,4,1987
410,5,6,-.2504454,-.0194931,4,1987
410,5,6,-.0769897,-.0319931,4,1987
411,19,-14,-.6866727,-.0094931,3,1987
411,19,-14,-.4048763,-.0294931,3,1987
411,19,-14,-.1941934,-.0494931,3,1987
412,-11,-9,.5020365,.0005069,2,1987
412,-11,-9,.9429249,.0305069,2,1987
413,-14,-5,.7058486,.0305069,2,1987
413,-14,-5,.8034181,-.0194931,2,1987
414,-20,15,.0978922,-.0044931,2,1987
414,-20,15,.4896373,.0005069,2,1987
415,8,7,-.5913025,.0305069,2,1987
415,8,7,-.2859083,-.0194931,2,1987
416,18,-14,-.9998828,-.0528264,2,1987
416,18,-14,.1791519,-.0194931,2,1987
417,21,-16,-1.35158,-.0528264,2,1987
417,21,-16,-.9999796,-.0528264,2,1987
418,14,10,-.5805445,-.0294931,2,1987
418,14,10,-.524056,-.0044931,2,1987
418,14,11,-.5805445,-.0294931,2,1987
418,14,11,-.524056,-.0044931,2,1987
419,-17,10,-1.511,.0305069,2,1987
419,-17,10,-1.272331,.0405069,2,1987
420,-18,26,.0824804,.0055069,3,1987
420,-18,26,.6530609,.0055069,3,1987
420,-18,26,1.035514,.0355069,3,1987
421,-15,2,.7736143,-.0194931,2,1987
421,-15,2,.7736143,-.0007431,2,1987
421,-15,3,.7736143,-.0194931,2,1987
421,-15,3,.7736143,-.0007431,2,1987
421,-14,2,.7736143,-.0194931,2,1987
421,-14,2,.7736143,-.0007431,2,1987
421,-14,3,.7736143,-.0194931,2,1987
421,-14,3,.7736143,-.0007431,2,1987
422,-12,12,.8535022,.0555069,2,1987
422,-12,12,1.214713,.043507,2,1987
423,20,-16,.0824804,.0305069,2,1987
423,20,-16,.3986272,-.0194931,2,1987
424,20,-10,-1.246998,-.0484902,2,1988
424,20,-10,-.581302,-.0151569,2,1988
425,-15,22,.51816,.0108431,3,1988
425,-15,22,.5837881,.0148431,3,1988
425,-15,22,.865555,.0048431,3,1988
425,-15,23,.51816,.0108431,3,1988
425,-15,23,.5837881,.0148431,3,1988
425,-15,23,.865555,.0048431,3,1988
426,-15,22,.3391564,.0048431,2,1988
426,-15,22,.4793265,.0148431,2,1988
426,-15,23,.3391564,.0048431,2,1988
426,-15,23,.4793265,.0148431,2,1988
427,-19,15,-.4866431,-.0151569,3,1988
427,-19,15,-.1779607,-.0051569,3,1988
427,-19,15,1.289854,-.0051569,3,1988
428,-2,5,-.5161975,-.0151569,3,1988
428,-2,5,-.4033168,-.0276569,3,1988
428,-2,5,-.207156,.0498431,3,1988
429,-19,24,-.1634458,.0248431,2,1988
429,-19,24,-.0503614,.0048431,2,1988
430,4,6,-.83783,.0170778,2,1989
430,4,6,-.83783,.0270778,2,1989
431,-9,-13,-.1510767,-.0329222,3,1989
431,-9,-13,-.1038379,.0170778,3,1989
431,-9,-13,.7809859,-.0329222,3,1989
432,-22,31,.1495948,.0170778,2,1989
432,-22,31,.2611175,.0170778,2,1989
433,-22,31,.1495948,.0170778,2,1989
433,-22,31,.2611175,.0170778,2,1989
434,-17,7,-.635323,.0320778,2,1989
434,-17,7,.5440484,.0246778,2,1989
435,-20,29,-.1771187,-.0279222,2,1989
435,-20,29,-.0646681,-.0279222,2,1989
436,-11,4,-.3151583,-.0079222,2,1989
436,-11,4,.4503127,-.0079222,2,1989
437,-17,15,-.249179,-.0226833,2,1990
437,-17,15,-.190064,.0073167,2,1990
437,-17,16,-.249179,-.0226833,2,1990
437,-17,16,-.190064,.0073167,2,1990
438,-17,16,.275649,-.0026833,2,1990
438,-17,16,.3339657,.0073167,2,1990
439,-20,17,-.148831,-.0126833,2,1990
439,-20,17,.238954,-.0226833,2,1990
440,14,-8,-.3938838,-.0126833,2,1990
440,14,-8,-.2345258,.0273167,2,1990
441,10,11,-1.827774,-.0560166,2,1990
441,10,11,-1.128125,-.0526833,2,1990
442,-19,24,-.0512343,-.0226833,2,1990
442,-19,24,.2336988,.0273167,2,1990
442,-18,24,-.0512343,-.0226833,2,1990
442,-18,24,.2336988,.0273167,2,1990
443,-15,-5,.072636,.0093167,2,1990
443,-15,-5,.4998721,.0273167,2,1990
443,-14,-5,.072636,.0093167,2,1990
443,-14,-5,.4998721,.0273167,2,1990
444,-18,24,.0430769,-.0026833,2,1990
444,-18,24,.6528468,.0173167,2,1990
444,-18,25,.0430769,-.0026833,2,1990
444,-18,25,.6528468,.0173167,2,1990
445,17,-8,.0981344,.0273167,2,1990
445,17,-8,.2198676,.0273167,2,1990
446,-9,4,.5335073,.0023167,2,1990
446,-9,4,1.021408,.0273167,2,1990
447,-12,-5,-.071613,.017,2,1991
447,-12,-5,.1332143,.002,2,1991
448,-17,22,-.839275,-.008,2,1991
448,-17,22,-.3143579,-.018,2,1991
448,-17,23,-.839275,-.008,2,1991
448,-17,23,-.3143579,-.018,2,1991
449,-10,4,.9339389,.012,2,1991
449,-10,4,1.095902,.012,2,1991
450,-12,-4,.0172013,.012,2,1991
450,-12,-4,.2551588,-.003,2,1991
451,4,4,-.8696697,-.00425,2,1992
451,4,4,-.3680995,-.01675,2,1992
452,4,4,-.8696694,-.00425,2,1992
452,4,4,-.3680995,-.01675,2,1992
453,15,-7,.0651943,-.00425,2,1992
453,15,-7,.539788,-.00425,2,1992
454,4,4,-.8696697,-.00425,2,1992
454,4,4,-.3680995,-.01675,2,1992
455,-18,12,1.403585,.04575,2,1992
455,-18,12,1.70474,.02575,2,1992
455,-18,13,1.403585,.04575,2,1992
455,-18,13,1.70474,.02575,2,1992
456,-11,-3,.1531531,-.0208667,2,1993
456,-11,-3,.963277,.0515333,2,1993
457,-14,10,-.6365064,-.0259667,2,1993
457,-14,10,.4704286,.0030333,2,1993
457,-13,10,-.6365064,-.0259667,2,1993
457,-13,10,.4704286,.0030333,2,1993
458,18,-15,.0481273,.0040333,2,1993
458,18,-15,.2755009,.0040333,2,1993
458,18,-14,.0481273,.0040333,2,1993
458,18,-14,.2755009,.0040333,2,1993
459,17,-6,-1.152426,-.0059667,2,1993
459,17,-6,.0506026,.0240333,2,1993
460,-15,3,-.147612,-.0059667,2,1993
460,-15,3,.2152778,-.0009667,2,1993
461,-14,-11,.4291399,.0237,2,1994
461,-14,-11,.5304431,.0117,2,1994
461,-14,-10,.4291399,.0237,2,1994
461,-14,-10,.5304431,.0117,2,1994
461,-13,-11,.4291399,.0237,2,1994
461,-13,-11,.5304431,.0117,2,1994
461,-13,-10,.4291399,.0237,2,1994
461,-13,-10,.5304431,.0117,2,1994
462,16,-7,-.6145226,.0237,2,1994
462,16,-7,-.3371307,-.0013,2,1994
463,-14,-10,.7691354,.0237,2,1994
463,-14,-10,.8016709,.0237,2,1994
464,-13,9,-.2522033,.0242355,3,1995
464,-13,9,.9349262,.0447355,3,1995
464,-13,9,.9949814,.0447355,3,1995
464,-13,10,-.2522033,.0242355,3,1995
464,-13,10,.9349262,.0447355,3,1995
464,-13,10,.9949814,.0447355,3,1995
465,1,-4,-.5330957,.0117355,2,1995
465,1,-4,.6860429,-.0265978,2,1995
465,1,-3,-.5330957,.0117355,2,1995
465,1,-3,.6860429,-.0265978,2,1995
465,2,-4,-.5330957,.0117355,2,1995
465,2,-4,.6860429,-.0265978,2,1995
465,2,-3,-.5330957,.0117355,2,1995
465,2,-3,.6860429,-.0265978,2,1995
466,1,-3,-.4174875,.0117355,3,1995
466,1,-3,.4982773,.0567355,3,1995
466,1,-3,.6860429,-.0265978,3,1995
467,1,-1,-.4174875,.0117355,3,1995
467,1,-1,.0923254,.0317355,3,1995
467,1,-1,.1502272,-.0265978,3,1995
468,-1,-4,-.5558842,.0117355,2,1995
468,-1,-4,.1273419,-.0265978,2,1995
469,-1,-4,-.5330957,.0117355,2,1995
469,-1,-4,.1502272,-.0265978,2,1995
470,-1,-4,-.5330957,.0117355,2,1995
470,-1,-4,.1502272,-.0265978,2,1995
471,-1,-3,-.4174875,.0117355,3,1995
471,-1,-3,.4982778,.0567355,3,1995
471,-1,-3,.6893293,-.0265978,3,1995
472,-1,-3,-.5330957,.0117355,2,1995
472,-1,-3,.6926056,-.0265978,2,1995
473,-2,-3,-.5330957,.0117355,2,1995
473,-2,-3,.6860429,-.0265978,2,1995
473,-1,-3,-.5330957,.0117355,2,1995
473,-1,-3,.6860429,-.0265978,2,1995
474,-1,-3,-.5330957,.0117355,2,1995
474,-1,-3,.7054096,-.0265978,2,1995
475,-1,-1,-.5330957,.0117355,2,1995
475,-1,-1,-.0013436,-.0265978,2,1995
476,-1,-1,-.5330957,.0117355,2,1995
476,-1,-1,-.0013436,-.0265978,2,1995
476,-1,1,-.5330957,.0117355,2,1995
476,-1,1,-.0013436,-.0265978,2,1995
477,-1,1,-.5330957,.0117355,2,1995
477,-1,1,-.0013436,-.0265978,2,1995
478,-1,-4,-.5330957,.0117355,2,1995
478,-1,-4,.1502272,-.0265978,2,1995
479,-1,-4,-.5330957,.0117355,2,1995
479,-1,-4,.1502272,-.0265978,2,1995
480,-1,-3,-.5330957,.0117355,2,1995
480,-1,-3,.6991254,-.0265978,2,1995
481,-1,-2,-.5330957,.0117355,2,1995
481,-1,-2,.1502272,-.0265978,2,1995
482,-1,-1,-.5330957,.0117355,2,1995
482,-1,-1,-.0013436,-.0265978,2,1995
483,1,-3,.8889815,.0135321,2,1996
483,1,-3,1.522971,.0135321,2,1996
484,1,-4,.7221405,.0135321,2,1996
484,1,-4,1.022559,.0135321,2,1996
485,1,-4,.7221405,.0135321,2,1996
485,1,-4,1.022559,.0135321,2,1996
486,1,-3,1.128354,.0135321,2,1996
486,1,-3,1.542345,.0135321,2,1996
487,2,-12,-.5537527,.0135321,2,1996
487,2,-12,1.619262,.0135321,2,1996
487,2,-11,-.5537527,.0135321,2,1996
487,2,-11,1.619262,.0135321,2,1996
488,15,-6,-.9665197,-.0314679,2,1996
488,15,-6,-.5344303,.0135321,2,1996
489,2,-9,-2.559659,-.0698013,2,1996
489,2,-9,-.4237984,.0135321,2,1996
490,1,-9,-1.265313,-.0364679,2,1996
490,1,-9,.1932199,.0135321,2,1996
491,-16,1,-.4068826,-.026468,2,1996
491,-16,1,-.0820907,.0135321,2,1996
492,-18,9,-.1493099,-.0364679,2,1996
492,-18,9,1.608933,-.0364679,2,1996
492,-18,10,-.1493099,-.0364679,2,1996
492,-18,10,1.608933,-.0364679,2,1996
493,-20,28,.0481174,-.011468,2,1996
493,-20,28,.120001,-.011468,2,1996
494,-15,3,-.16026,-.0064679,4,1996
494,-15,3,-.0567835,-.011468,4,1996
494,-15,3,.1586477,-.0364679,4,1996
494,-15,3,.2671601,-.0164679,4,1996
495,15,-12,-.1762684,-.011468,2,1996
495,15,-12,-.0712483,.028532,2,1996
496,-1,1,.1270506,.0135321,2,1996
496,-1,1,.6401393,.0135321,2,1996
497,-3,5,.1270506,.0135321,2,1996
497,-3,5,.6401393,.0135321,2,1996
498,-3,6,.3976066,.0135321,2,1996
498,-3,6,.6401393,.0135321,2,1996
499,-4,5,.1270506,.0135321,2,1996
499,-4,5,.6401393,.0135321,2,1996
500,-3,6,.1270506,.0135321,2,1996
500,-3,6,.6401393,.0135321,2,1996
501,-23,33,-.9065602,-.0364679,3,1996
501,-23,33,-.5800346,-.033468,3,1996
501,-23,33,-.4851878,-.026468,3,1996
502,-23,33,-.9065602,-.0364679,3,1996
502,-23,33,-.5800346,-.033468,3,1996
502,-23,33,-.4851878,-.026468,3,1996
503,-23,33,-.5800346,-.033468,2,1996
503,-23,33,-.4851878,-.026468,2,1996
504,-20,13,.1780545,.0135321,2,1996
504,-20,13,.4486791,.0135321,2,1996
