165,325.52,6239,19.166,0.4388,1,0.47821,1320.5,0.36898
166,355.66,8323.4,23.403,0.31805,1,0.39854,1071,0.049828
167,1346.9,14375,10.673,0.82952,1,0.77291,11483,1.4729
168,459.79,10271,22.339,0.32045,1,0.49092,1323.2,0.054213
169,1347.7,14926,11.075,0.81087,1,0.75997,11103,1.4018
170,360.07,6886,19.124,0.43329,1,0.49273,1413.4,0.35265
171,726.05,12043,16.588,0.54192,1,0.62825,3628.9,0.62593
172,364.57,7303.6,20.034,0.39848,1,0.47351,1311.1,0.26337
173,528.78,10360,19.592,0.41509,1,0.55771,1984.2,0.30617
174,464.15,9167.8,19.752,0.42877,1,0.52961,1850,0.34114
175,425.97,10594,24.87,0.27928,1,0.44134,1117.9,-0.064319
176,381.36,9912.9,25.994,0.24757,1,0.4179,882.53,-0.1615
177,1045.4,13890,13.287,0.62619,1,0.69731,6045,0.87289
178,311.83,6243,20.02,0.33645,1,0.43707,939.28,0.12896
179,1032.4,15548,15.06,0.55653,1,0.67345,5371.7,0.6933
180,557.99,11662,20.9,0.3255,1,0.53777,1669.8,0.098738
181,562.26,16739,29.771,0.15201,1,0.41303,857.18,-0.46915
182,507.03,14109,27.826,0.19137,1,0.41912,979.53,-0.31413
183,874.61,10801,12.349,0.68328,1,0.68178,5820.4,1.0356
184,644.84,10384,16.103,0.50073,1,0.60197,3037.2,0.56054
185,624.39,10666,17.083,0.45745,1,0.62329,2671.6,0.45186
186,567.01,12022,21.203,0.32871,1,0.53891,1788.5,0.11523
187,890.08,12323,13.844,0.63379,1,0.69006,5236.7,0.87389
188,691.59,12058,17.436,0.48804,1,0.6079,3141.7,0.502
189,427.95,10185,23.801,0.26129,1,0.44571,1015.8,-0.10738
190,383.07,10152,26.501,0.20696,1,0.38539,733.8,-0.28501
191,615.44,12852,20.883,0.3682,1,0.60017,2414.3,0.24611
192,421.7,16466,39.046,0.10147,1,0.31011,532.58,-0.69049
193,733.56,16573,22.593,0.34296,1,0.57332,2792,0.17833
194,401.25,14276,35.58,0.11826,1,0.29368,560.24,-0.60099
195,574.65,10058,17.504,0.44972,1,0.60095,2625.8,0.45936
196,357.47,7191.6,20.118,0.35792,1,0.47967,1302.6,0.22169
197,580.73,16169,27.843,0.10075,1,0.36065,709.7,-0.54772
198,1124.9,50008,44.456,0.033885,1,0.2912,581.01,-1.0969
199,748.01,22516,30.101,0.08231,1,0.39458,766.52,-0.66011
200,1135.1,25547,22.507,0.16304,1,0.55858,2096.8,-0.25246
201,1749.6,25782,14.737,0.35789,1,0.71545,6239.6,0.3413
202,1041.1,22031,21.16,0.18766,1,0.57316,2091,-0.18114
203,1089.7,27140,24.906,0.1318,1,0.52693,1837.4,-0.35429
204,955.19,25056,26.232,0.13538,1,0.45521,1756.9,-0.33769
205,563.78,8247.8,14.63,0.32509,1,0.58997,1787,0.25097
206,1001.2,17159,17.138,0.26082,1,0.64189,2682.2,0.063664
207,672.34,14665,21.812,0.12931,1,0.51906,1047.6,-0.32894
208,682.92,24401,35.731,0.046365,1,0.37158,483.08,-0.88047
209,780.68,11812,15.13,0.45144,1,0.66655,3314.4,0.47294
210,685.01,10309,15.05,0.45052,1,0.65949,2883,0.47063
211,647.51,46473,71.773,0.028749,1,0.25931,453.2,-1.1791
212,533.96,27508,51.518,0.065402,1,0.33176,717.54,-0.79048
213,765.13,22370,29.237,0.23434,1,0.62704,3073.5,-0.0041674
214,564.33,36122,64.009,0.043598,1,0.31864,576.78,-0.98993
215,778.83,40976,52.612,0.079387,1,0.57715,1605.1,-0.59383
216,1138.7,48872,42.918,0.12314,1,0.65343,3352.4,-0.34407
217,526.83,19656,37.31,0.24281,1,0.5506,2526.8,-0.016786
218,445.28,17089,38.378,0.21845,1,0.50555,1893.7,-0.096925
219,650.77,24678,37.922,0.22366,1,0.61606,2826.1,-0.079367
220,494.34,27264,55.152,0.09505,1,0.45809,1011.9,-0.62976
221,526.23,24657,46.855,0.17742,1,0.5749,2440.8,-0.15957
222,451.35,25578,56.67,0.12027,1,0.50024,1512.8,-0.40797
223,424.24,21639,51.006,0.15082,1,0.45571,1626.8,-0.29373
224,371.93,16597,44.623,0.19659,1,0.47678,1784.4,-0.11467
225,33.425,574.7,17.194,0.58873,1,0.33556,301.44,0.87381
226,71.205,1066,14.971,0.6691,1,0.50212,734.23,1.087
227,157.46,1905,12.098,0.65466,1,0.64465,1839.4,1.1813
228,380.78,4190.1,11.004,0.71302,1,0.75576,4988.9,1.3456
229,431.13,24063,55.814,0.065439,1,0.3604,752.07,-0.72731
230,584.24,27179,46.519,0.1006,1,0.47718,1454.9,-0.49478
231,198.03,6377.1,32.203,0.29731,1,0.42688,1020.9,0.045644
232,269.28,8357.1,31.035,0.31981,1,0.47882,1489.7,0.10958
233,416.99,10851,26.021,0.4261,1,0.54715,3104.5,0.39902
234,385.66,10601,27.489,0.37525,1,0.5382,2476,0.26734
235,384.74,3422.1,8.8946,0.98446,1,0.73055,4971.8,2.5595
236,303.87,2666.6,8.7755,0.93809,1,0.71153,3752.6,2.063
237,694.04,45419,65.442,0.049067,1,0.30085,1047.5,-0.78512
238,828.46,10840,13.084,0.64342,1,0.70884,5118.6,0.91371
239,998.39,10967,10.985,0.75425,1,0.74497,7500.2,1.234
240,327.33,5834.2,17.824,0.42137,1,0.54281,1278.5,0.34768
241,1489,28234,18.961,0.26579,1,0.62074,4947.1,0.14164
242,NaN,NaN,NaN,0.00043145,0,0.34059,NaN,-2.3605
243,278.61,7876.9,28.272,0.25094,1,0.37919,1196.4,0.015373
