win,dcn,drn,diffc,diffr,lndiffc,index,n,cash,roy,oroy,ocash
1,.64,.418,278.7013,0,.2429462,.748,634,1292.161,.25,.25,1013.459
0,.242,.418,-519.398,0,-.514099,.638,635,772.7628,.25,.25,1292.161
1,.758,.418,519.398,0,.514099,.638,635,1292.161,.25,.25,772.7628
0,.242,.418,-519.398,0,-.514099,.51,636,772.7628,.25,.25,1292.161
1,.758,.418,519.398,0,.514099,.51,636,1292.161,.25,.25,772.7628
0,.452,.37,-38.00473,-.007,-.0953102,.536,637,380.0472,.203,.21,418.052
1,.548,.626,38.00473,.007,.0953102,.536,637,418.052,.21,.203,380.0472
0,.278,.346,-144.4179,-.01,-.4238142,.536,638,273.634,.2,.21,418.052
1,.72,.636,144.4179,.01,.4238142,.536,638,418.052,.21,.2,273.634
0,.452,.37,-38.0047,-.007,-.0953101,.73,639,380.0473,.203,.21,418.052
1,.546,.626,38.0047,.007,.0953101,.73,639,418.052,.21,.203,380.0473
0,.278,.346,-144.4179,-.01,-.4238142,.73,640,273.634,.2,.21,418.052
1,.72,.636,144.4179,.01,.4238142,.73,640,418.052,.21,.2,273.634
0,.452,.37,-38.0047,-.007,-.0953101,.534,641,380.0473,.203,.21,418.052
1,.546,.626,38.0047,.007,.0953101,.534,641,418.052,.21,.203,380.0473
0,.344,.418,-253.0875,0,-.2711917,.506,642,812.4109,.25,.25,1065.498
1,.656,.418,253.0875,0,.2711917,.506,642,1065.498,.25,.25,812.4109
0,.082,.692,-1159.077,.014,-1.193922,.71,643,503.9466,.265,.251,1663.024
1,.916,.304,1159.077,-.014,1.193922,.71,643,1663.024,.251,.265,503.9467
0,.158,.41,-907.1039,-.001,-.7884573,.71,644,755.9199,.25,.251,1663.024
1,.84,.586,907.1039,.001,.7884573,.71,644,1663.024,.251,.25,755.9199
0,.048,.692,-1814.208,.014,-1.526056,.942,645,503.9466,.265,.251,2318.155
1,.952,.304,1814.208,-.014,1.526056,.942,645,2318.155,.251,.265,503.9465
0,.294,.41,-743.3213,-.001,-.386622,.942,646,1574.833,.25,.251,2318.155
1,.706,.586,743.3213,.001,.386622,.942,646,2318.155,.251,.25,1574.833
0,.092,.41,-1562.235,-.001,-1.120591,.942,647,755.9199,.25,.251,2318.155
1,.908,.586,1562.235,.001,1.120591,.942,647,2318.155,.251,.25,755.9199
0,.082,.692,-1159.077,.014,-1.193923,.968,648,503.9466,.265,.251,1663.024
1,.918,.304,1159.077,-.014,1.193923,.968,648,1663.024,.251,.265,503.9467
0,.116,.41,-1019.106,-.001,-.9488217,.968,649,643.9178,.25,.251,1663.024
1,.882,.586,1019.106,.001,.9488217,.968,649,1663.024,.251,.25,643.9178
0,.158,.41,-907.1039,-.001,-.7884573,.968,650,755.9199,.25,.251,1663.024
1,.84,.586,907.1039,.001,.7884573,.968,650,1663.024,.251,.25,755.9199
0,.258,.258,-292.2891,-.02,-.4846804,.568,651,468.6703,.21,.23,760.9594
1,.74,.734,292.2891,.02,.4846804,.568,651,760.9594,.23,.21,468.6703
0,.126,.258,-456.0717,-.02,-.9146366,.568,652,304.8877,.21,.23,760.9594
1,.874,.734,456.0717,.02,.9146366,.568,652,760.9594,.23,.21,304.8877
0,.22,.754,-193.31,.025,-.5604557,.444,653,257.2423,.25,.225,450.5523
1,.778,.22,193.31,-.025,.5604557,.444,653,450.5523,.225,.25,257.2423
0,.286,.418,-128.6211,0,-.4087599,.278,654,254.7203,.25,.25,383.3415
1,.712,.418,128.6211,0,.4087599,.278,654,383.3415,.25,.25,254.7203
0,.154,.418,-312.7259,0,-.8009799,.318,655,254.7203,.25,.25,567.4462
1,.846,.418,312.7259,0,.8009799,.318,655,567.4462,.25,.25,254.7203
0,.154,.418,-312.7259,0,-.8009799,.3,656,254.7203,.25,.25,567.4462
1,.846,.418,312.7259,0,.8009799,.3,656,567.4462,.25,.25,254.7203
0,.406,.22,-132.4042,-.025,-.1755958,.618,657,689.7625,.225,.25,822.1666
1,.594,.754,132.4042,.025,.1755958,.618,657,822.1666,.25,.225,689.7625
0,.156,.22,-451.3835,-.025,-.7963258,.654,658,370.7831,.225,.25,822.1666
1,.844,.754,451.3835,.025,.7963258,.654,658,822.1666,.25,.225,370.7831
0,.406,.22,-132.4042,-.025,-.1755958,.618,659,689.7625,.225,.25,822.1666
1,.594,.754,132.4042,.025,.1755958,.618,659,822.1666,.25,.225,689.7625
0,.4,.418,-126.0992,0,-.1816573,.656,660,633.0178,.25,.25,759.117
1,.598,.418,126.0992,0,.1816573,.656,660,759.117,.25,.25,633.0178
0,.45,.22,-69.35455,-.025,-.0958087,.656,661,689.7625,.225,.25,759.117
1,.548,.754,69.35455,.025,.0958087,.656,661,759.117,.25,.225,689.7625
0,.4,.418,-126.0992,0,-.1816573,.656,662,633.0178,.25,.25,759.117
1,.598,.418,126.0992,0,.1816573,.656,662,759.117,.25,.25,633.0178
0,.45,.22,-69.35455,-.025,-.0958087,.656,663,689.7625,.225,.25,759.117
1,.548,.754,69.35455,.025,.0958087,.656,663,759.117,.25,.225,689.7625
0,.4,.418,-126.0992,0,-.1816573,.53,664,633.0178,.25,.25,759.117
1,.598,.418,126.0992,0,.1816573,.53,664,759.117,.25,.25,633.0178
0,.238,.22,-308.5645,-.025,-.5216812,.53,665,450.5525,.225,.25,759.117
1,.762,.754,308.5645,.025,.5216812,.53,665,759.117,.25,.225,450.5525
0,.446,.418,-310.2039,0,-.0993954,.094,666,2968.375,.25,.25,3278.578
1,.552,.418,310.2039,0,.0993954,.094,666,3278.578,.25,.25,2968.375
0,.374,.604,-247.1544,.005,-.2176695,.144,667,1016.359,.255,.25,1263.514
1,.626,.38,247.1544,-.005,.2176695,.144,667,1263.514,.25,.255,1016.359
0,.128,.418,-754.073,0,-.9083384,.144,668,509.4406,.25,.25,1263.514
1,.872,.418,754.073,0,.9083384,.144,668,1263.514,.25,.25,509.4407
0,.23,.212,-327.7452,-.028,-.5389965,.788,669,458.8433,.212,.24,786.5885
1,.77,.786,327.7452,.028,.5389965,.788,669,786.5885,.24,.212,458.8433
0,.428,.33,-93.28131,-.012,-.1262321,.788,670,693.3072,.228,.24,786.5885
1,.572,.666,93.28131,.012,.1262321,.788,670,786.5885,.24,.228,693.3072
0,.326,.602,-247.0695,.004,-.3029085,.536,671,698.3494,.24,.236,945.4189
1,.674,.396,247.0695,-.004,.3029085,.536,671,945.4189,.236,.24,698.3494
0,.338,.248,-234.4639,-.024,-.2850189,.536,672,710.955,.212,.236,945.4189
1,.662,.75,234.4639,.024,.2850189,.536,672,945.4189,.236,.212,710.955
0,.364,.402,-115.9714,-.0025,-.2333767,.584,673,441.1955,.22,.2225,557.1669
1,.634,.594,115.9714,.0025,.2333767,.584,673,557.1669,.2225,.22,441.1955
0,.366,.402,-115.9713,-.0025,-.2333766,.504,674,441.1955,.22,.2225,557.1669
1,.634,.594,115.9713,.0025,.2333766,.504,674,557.1669,.2225,.22,441.1955
0,.542,.346,12.60558,-.01,.0870113,.086,675,151.267,.2,.21,138.6614
1,.458,.636,-12.60558,.01,-.0870113,.086,675,138.6614,.21,.2,151.267
0,.016,.094,-749.6676,-.05,-2.152024,.386,676,98.61124,.2,.25,848.2788
1,.984,.88,749.6676,.05,2.152024,.386,676,848.2788,.25,.2,98.61121
0,.148,.094,-474.0382,-.05,-.8183104,.386,677,374.2406,.2,.25,848.2788
1,.852,.88,474.0382,.05,.8183104,.386,677,848.2788,.25,.2,374.2406
0,.284,.418,-603.1577,0,-.4112311,.382,678,1185.745,.25,.25,1788.903
1,.716,.418,603.1577,0,.4112311,.382,678,1788.903,.25,.25,1185.745
0,.422,.22,-87.20996,-.025,-.1445813,.814,679,560.6351,.225,.25,647.845
1,.578,.754,87.20996,.025,.1445813,.814,679,647.845,.25,.225,560.6351
0,.046,.418,-2338.715,0,-1.53106,.66,680,645.5053,.25,.25,2984.22
1,.952,.418,2338.715,0,1.53106,.66,680,2984.22,.25,.25,645.5054
0,.046,.418,-2338.715,0,-1.53106,.684,681,645.5052,.25,.25,2984.221
1,.952,.418,2338.715,0,1.53106,.684,681,2984.22,.25,.25,645.5051
0,.14,.418,-856.5359,0,-.8445469,.782,682,645.5052,.25,.25,1502.041
1,.86,.418,856.5359,0,.8445469,.782,682,1502.041,.25,.25,645.5052
0,.482,.266,-23.59943,-.02,-.0273756,.64,683,850.3154,.23,.25,873.9149
1,.516,.712,23.59943,.02,.0273756,.64,683,873.9149,.25,.23,850.3154
0,.376,.604,-106.7566,.005,-.2152915,.55,684,444.4056,.22,.215,551.1622
1,.624,.38,106.7566,-.005,.2152915,.55,684,551.1622,.215,.22,444.4056
0,.05,.418,-1652.835,0,-1.516069,.7,685,465.0259,.25,.25,2117.861
1,.95,.418,1652.835,0,1.516069,.7,685,2117.861,.25,.25,465.0259
0,.064,.094,-372.8628,-.05,-1.386294,.884,686,124.2876,.2,.25,497.1504
1,.936,.88,372.8628,.05,1.386294,.884,686,497.1504,.25,.2,124.2876
0,.128,.418,-1145.086,0,-.9106749,.56,687,770.5831,.23,.23,1915.669
1,.872,.418,1145.086,0,.9106749,.56,687,1915.669,.23,.23,770.583
0,.572,.294,59.51364,-.015,.1271551,.61,688,498.4271,.205,.22,438.9135
1,.428,.698,-59.51364,.015,-.1271551,.61,688,438.9135,.22,.205,498.4271
0,.244,.418,-869.5386,0,-.5124859,.864,689,1298.912,.25,.25,2168.451
1,.754,.418,869.5386,0,.5124859,.864,689,2168.451,.25,.25,1298.912
0,.33,.252,-277.7305,-.02125,-.296108,.548,690,805.9145,.23,.25125,1083.645
1,.668,.748,277.7305,.02125,.296108,.548,690,1083.645,.25125,.23,805.9145
0,.336,.22,-436.374,-.025,-.2886321,.474,691,1304.164,.225,.25,1740.538
1,.664,.754,436.374,.025,.2886321,.474,691,1740.538,.25,.225,1304.164
0,.356,.336,-109.0935,-.01,-.2470591,.606,692,389.2656,.225,.235,498.3591
1,.644,.654,109.0935,.01,.2470591,.606,692,498.3591,.235,.225,389.2656
0,.07,.064,-741.7525,-.0625,-1.277095,.59,693,286.811,.1875,.25,1028.563
1,.93,.926,741.7525,.0625,1.277095,.59,693,1028.563,.25,.1875,286.811
0,.06,.418,-939.5532,0,-1.427116,.776,694,296.701,.22,.22,1236.254
1,.94,.418,939.5532,0,1.427116,.776,694,1236.254,.22,.22,296.701
0,.22,.418,-479.6666,0,-.5623912,.728,695,635.4347,.25,.25,1115.101
1,.78,.418,479.6666,0,.5623912,.728,695,1115.101,.25,.25,635.4347
0,.026,.266,-2095.118,-.02,-1.856165,.966,696,388.0461,.23,.25,2483.165
1,.972,.712,2095.118,.02,1.856165,.966,696,2483.165,.25,.23,388.0461
0,.066,.418,-1848.743,0,-1.364576,.966,697,634.4213,.25,.25,2483.165
1,.934,.418,1848.743,0,1.364576,.966,697,2483.165,.25,.25,634.4213
0,.092,.418,-1677.747,0,-1.125928,.966,698,805.4176,.25,.25,2483.165
1,.908,.418,1677.747,0,1.125928,.966,698,2483.165,.25,.25,805.4176
0,.506,.146,22.30371,-.04,.0089419,.966,699,2505.468,.21,.25,2483.165
1,.492,.842,-22.30371,.04,-.0089419,.966,699,2483.165,.25,.21,2505.468
0,.136,.418,-1556.719,0,-.8740473,.766,700,1114.656,.25,.25,2671.376
1,.864,.418,1556.719,0,.8740473,.766,700,2671.376,.25,.25,1114.656
0,.114,.982,-1665.708,.125,-.9769417,.766,701,1005.668,.375,.25,2671.376
1,.886,.016,1665.708,-.125,.9769417,.766,701,2671.376,.25,.375,1005.668
0,.138,.266,-2757.955,-.02,-.8542446,.822,702,2043.537,.23,.25,4801.492
1,.862,.712,2757.955,.02,.8542446,.822,702,4801.492,.25,.23,2043.537
0,.386,.09,-66.35663,-.052,-.1942744,.796,703,309.4566,.2,.252,375.8133
1,.614,.91,66.35663,.052,.1942744,.796,703,375.8133,.252,.2,309.4566
0,.87,.38,561.6107,-.005,.8961758,.692,704,948.8709,.25,.255,387.2603
1,.13,.604,-561.6107,.005,-.8961758,.692,704,387.2603,.255,.25,948.8709
0,.152,.604,-1130.941,.005,-.8081976,.54,705,909.2189,.26,.255,2040.16
1,.848,.38,1130.941,-.005,.8081976,.54,705,2040.16,.255,.26,909.219
0,.49,.094,-9.89978,-.05,-.0112995,.826,706,871.1821,.2,.25,881.0818
1,.508,.88,9.89978,.05,.0112995,.826,706,881.0818,.25,.2,871.1821
0,.682,.266,282.934,-.02,.3222844,.286,707,1026.954,.23,.25,744.0201
1,.318,.712,-282.934,.02,-.3222844,.286,707,744.0201,.25,.23,1026.954
0,.186,.146,-244.821,-.04,-.6735387,.214,708,254.7128,.21,.25,499.5338
1,.814,.842,244.821,.04,.6735387,.214,708,499.5338,.25,.21,254.7128
0,.12,.418,-190.4297,0,-.9321642,.492,709,123.6556,.2,.2,314.0853
1,.88,.418,190.4297,0,.9321642,.492,709,314.0853,.2,.2,123.6556
0,.43,.604,-144.6399,.005,-.1232007,.338,710,1103.183,.255,.25,1247.823
1,.57,.38,144.6399,-.005,.1232007,.338,710,1247.823,.25,.255,1103.183
0,.264,.146,-144.2682,-.04,-.4600532,.778,711,246.9677,.205,.245,391.236
1,.736,.842,144.2682,.04,.4600532,.778,711,391.236,.245,.205,246.9677
0,.062,.082,-919.4047,-.0575,-1.388292,.472,712,305.6531,.1875,.245,1225.058
1,.936,.918,919.4047,.0575,1.388292,.472,712,1225.058,.245,.1875,305.6531
0,.22,.418,-554.1364,0,-.5653138,.464,713,729.1268,.25,.25,1283.263
1,.78,.418,554.1364,0,.5653138,.464,713,1283.263,.25,.25,729.1268
0,.35,.712,-269.8614,.02,-.2587708,.848,714,913.741,.25,.23,1183.602
1,.65,.266,269.8614,-.02,.2587708,.848,714,1183.602,.23,.25,913.741
0,.134,.418,-705.427,0,-.8861766,.612,715,494.7458,.25,.25,1200.173
1,.866,.418,705.427,0,.8861766,.612,715,1200.173,.25,.25,494.7458
0,.292,.418,-343.3618,0,-.3868344,.762,716,726.9799,.25,.25,1070.342
1,.706,.418,343.3618,0,.3868344,.762,716,1070.342,.25,.25,726.9799
0,.464,.41,-58.8009,-.001,-.0689929,.91,717,823.2125,.25,.251,882.0134
1,.536,.586,58.8009,.001,.0689929,.91,717,882.0134,.251,.25,823.2125
0,.154,.418,-193.3986,0,-.7985078,.084,718,158.2352,.25,.25,351.6338
1,.844,.418,193.3986,0,.7985078,.084,718,351.6338,.25,.25,158.2352
0,.19,.754,-671.7586,.025,-.6646933,.074,719,711.6884,.275,.25,1383.447
1,.81,.22,671.7586,-.025,.6646933,.074,719,1383.447,.25,.275,711.6884
0,.206,.418,-331.1823,0,-.6039946,.794,720,399.2978,.25,.25,730.4801
1,.794,.418,331.1823,0,.6039946,.794,720,730.4801,.25,.25,399.2978
0,.69,.192,263.6047,-.03,.3459162,.972,721,901.434,.22,.25,637.8293
1,.31,.788,-263.6047,.03,-.3459162,.972,721,637.8293,.25,.22,901.434
0,.318,.418,-199.019,0,-.3209286,.782,722,525.9387,.23,.23,724.9577
1,.68,.418,199.019,0,.3209286,.782,722,724.9577,.23,.23,525.9387
0,.386,.708,-248.3706,.0175,-.1932182,.828,723,1165.253,.22,.2025,1413.623
1,.612,.29,248.3706,-.0175,.1932182,.828,723,1413.623,.2025,.22,1165.253
